Title,Budget,Domestic_Gross,Year,Crit_Rating,Aud_Rating,Runtime_Min,Genre,MPAA_Rating
RECESS: SCHOOLS OUT,10000000,36696761,2001,61,56.0,82.0,"Animation, Comedy, Kids & Family, Special Interest",G
SWEET NOVEMBER,40000000,25288103,2001,15,76.0,119.0,"Drama, Romance",PG-13
3000 MILES TO GRACELAND,61000000,15738632,2001,14,46.0,126.0,"Action & Adventure, Drama, Mystery & Suspense",R
THE MEXICAN,40000000,66808615,2001,55,44.0,124.0,"Action & Adventure, Comedy, Drama",R
SEE SPOT RUN,16000000,33357476,2001,23,44.0,94.0,"Comedy, Kids & Family",PG
15 MINUTES,42000000,24375436,2001,32,37.0,110.0,"Action & Adventure, Drama, Mystery & Suspense, Television",R
EXIT WOUNDS,33000000,51758599,2001,32,45.0,95.0,Action & Adventure,R
ENEMY AT THE GATES,85000000,51396781,2001,54,82.0,131.0,"Action & Adventure, Drama",R
MEMENTO,5000000,25544867,2001,92,94.0,116.0,"Drama, Mystery & Suspense",R
HEARTBREAKERS,38000000,40334024,2001,53,51.0,123.0,Comedy,PG-13
THE BROTHERS,6000000,27457409,2001,63,85.0,101.0,"Comedy, Romance",R
SPY KIDS,35000000,112692062,2001,93,46.0,88.0,"Action & Adventure, Comedy, Kids & Family, Mystery & Suspense",PG
SOMEONE LIKE YOU,23000000,27338033,2001,42,57.0,97.0,"Comedy, Romance",PG-13
TOMCATS,11000000,13558739,2001,14,43.0,95.0,Comedy,R
THE TAILOR OF PANAMA,18000000,13491653,2001,77,46.0,110.0,"Action & Adventure, Art House & International, Comedy, Drama, Mystery & Suspense",R
ALONG CAME A SPIDER,28000000,74058698,2001,31,53.0,103.0,"Drama, Mystery & Suspense",R
BLOW,30000000,52990775,2001,55,87.0,123.0,Drama,R
JOE DIRT,16000000,27087695,2001,11,63.0,91.0,Comedy,PG-13
KINGDOM COME,7000000,23247539,2001,28,72.0,95.0,"Comedy, Drama",PG
JOSIE AND THE PUSSYCATS,22000000,14252830,2001,53,52.0,99.0,Comedy,PG-13
BRIDGET JONESS DIARY,25000000,71500556,2001,81,81.0,94.0,"Comedy, Romance",R
CROCODILE DUNDEE IN LOS ANGELES,25000000,25590119,2001,11,25.0,92.0,"Action & Adventure, Comedy",PG
FREDDY GOT FINGERED,15000000,14249005,2001,10,56.0,92.0,Comedy,R
DRIVEN,72000000,32616869,2001,14,33.0,117.0,"Action & Adventure, Drama, Mystery & Suspense",PG-13
DRIVEN,72000000,32616869,2001,65,75.0,108.0,"Comedy, Mystery & Suspense",R
THE MUMMY RETURNS,97600000,202007640,2001,47,63.0,129.0,"Action & Adventure, Horror, Mystery & Suspense",PG-13
A KNIGHTS TALE,41000000,56083966,2001,58,79.0,140.0,"Action & Adventure, Drama, Romance",PG-13
SHREK,50000000,267655011,2001,88,90.0,93.0,"Animation, Comedy, Kids & Family",PG
MOULIN ROUGE,53000000,57386369,2001,78,90.0,119.0,"Classics, Drama, Musical & Performing Arts",NR
ANGEL EYES,38000000,24044532,2001,33,46.0,104.0,"Drama, Mystery & Suspense, Romance",R
PEARL HARBOR,151000000,198539855,2001,24,66.0,183.0,"Action & Adventure, Drama, Romance",PG-13
THE ANIMAL,22000000,55762229,2001,30,28.0,90.0,"Comedy, Science Fiction & Fantasy",PG-13
WHATS THE WORST THAT COULD HAPPEN?,30000000,32267774,2001,10,35.0,97.0,"Comedy, Drama",PG-13
ATLANTIS: THE LOST EMPIRE,90000000,84052762,2001,49,53.0,95.0,"Action & Adventure, Animation, Kids & Family, Science Fiction & Fantasy",PG
SWORDFISH,80000000,69772969,2001,26,60.0,97.0,"Action & Adventure, Drama, Mystery & Suspense",R
EVOLUTION,80000000,38311134,2001,43,48.0,102.0,"Comedy, Science Fiction & Fantasy",PG-13
EVOLUTION,80000000,38311134,2001,82,45.0,81.0,"Art House & International, Drama",NR
LARA CROFT: TOMB RAIDER,94000000,131144183,2001,20,47.0,93.0,"Action & Adventure, Science Fiction & Fantasy",PG-13
THE FAST AND THE FURIOUS,38000000,144512310,2001,53,74.0,107.0,"Action & Adventure, Drama",PG-13
DR. DOLITTLE 2,72000000,112950721,2001,42,26.0,87.0,"Comedy, Kids & Family",PG
BABY BOY,16000000,28734552,2001,71,87.0,130.0,Drama,R
ARTIFICIAL INTELLIGENCE: AI,90000000,78616689,2001,73,64.0,145.0,"Drama, Science Fiction & Fantasy",PG-13
CRAZY/BEAUTIFUL,13000000,16929123,2001,63,69.0,99.0,"Drama, Romance",PG-13
CATS & DOGS,60000000,93375151,2001,53,32.0,87.0,"Action & Adventure, Comedy, Kids & Family, Romance",PG
SCARY MOVIE 2,45000000,71277420,2001,15,52.0,82.0,Comedy,R
KISS OF THE DRAGON,25000000,36833473,2001,51,68.0,97.0,"Action & Adventure, Drama, Mystery & Suspense",R
FINAL FANTASY: THE SPIRITS WITHIN,136200000,32131830,2001,45,48.0,106.0,"Animation, Science Fiction & Fantasy",PG-13
LEGALLY BLONDE,18000000,96493426,2001,69,72.0,96.0,Comedy,PG-13
THE SCORE,68000000,71069884,2001,73,67.0,123.0,"Action & Adventure, Drama",R
JURASSIC PARK III,93000000,181166115,2001,49,36.0,92.0,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",PG-13
AMERICAS SWEETHEARTS,46000000,93607673,2001,32,40.0,103.0,"Comedy, Drama, Romance",PG-13
PLANET OF THE APES,100000000,180011740,2001,88,87.0,112.0,"Classics, Science Fiction & Fantasy",G
PLANET OF THE APES,100000000,180011740,2001,45,27.0,119.0,"Action & Adventure, Drama, Science Fiction & Fantasy",PG-13
RUSH HOUR 2,90000000,226164286,2001,52,74.0,90.0,"Action & Adventure, Comedy",PG-13
THE PRINCESS DIARIES,30000000,108244774,2001,47,68.0,114.0,"Comedy, Drama, Kids & Family",G
ORIGINAL SIN,26000000,16521410,2001,12,61.0,112.0,"Drama, Mystery & Suspense",R
AMERICAN PIE 2,30000000,145096820,2001,52,68.0,96.0,Comedy,R
THE OTHERS,17000000,96522687,2001,83,77.0,105.0,"Horror, Mystery & Suspense",PG-13
OSMOSIS JONES,70000000,13596911,2001,55,41.0,95.0,Comedy,PG
K-PAX,48000000,50315140,2001,41,75.0,121.0,"Comedy, Drama, Mystery & Suspense, Science Fiction & Fantasy",PG-13
RAT RACE,48000000,56607223,2001,43,64.0,112.0,Comedy,PG-13
CAPTAIN CORELLIS MANDOLIN,56200000,25528495,2001,28,50.0,127.0,"Drama, Romance",R
AMERICAN OUTLAWS,35000000,13264986,2001,14,68.0,95.0,"Action & Adventure, Western",PG-13
JAY AND SILENT BOB STRIKE BACK,22000000,30059386,2001,52,75.0,104.0,Comedy,R
SUMMER CATCH,17000000,19693891,2001,8,41.0,108.0,"Comedy, Drama, Romance",PG-13
JEEPERS CREEPERS,10000000,37904175,2001,46,48.0,89.0,"Horror, Mystery & Suspense",R
TWO CAN PLAY THAT GAME,13000000,22235901,2001,43,83.0,90.0,"Comedy, Drama, Romance",R
ROCK STAR,38000000,16991902,2001,52,59.0,107.0,"Comedy, Drama, Musical & Performing Arts",R
HARDBALL,21000000,40222729,2001,40,70.0,115.0,"Comedy, Drama",PG-13
THE GLASS HOUSE,22000000,17951431,2001,21,39.0,106.0,"Drama, Mystery & Suspense",PG-13
DONT SAY A WORD,50000000,54997476,2001,24,49.0,110.0,"Drama, Mystery & Suspense",R
ZOOLANDER,28000000,45172250,2001,64,80.0,105.0,"Comedy, Special Interest",PG-13
HEARTS IN ATLANTIS,31000000,24185781,2001,49,64.0,101.0,"Drama, Mystery & Suspense",PG-13
TRAINING DAY,45000000,76261036,2001,72,89.0,122.0,"Action & Adventure, Drama, Mystery & Suspense",R
SERENDIPITY,28000000,50255310,2001,59,79.0,90.0,"Comedy, Romance",PG-13
JOY RIDE,23000000,21973182,2001,74,65.0,96.0,"Action & Adventure, Mystery & Suspense",R
MAX KEEBLES BIG MOVE,12000000,17292381,2001,29,38.0,86.0,"Comedy, Kids & Family",PG
BANDITS,75000000,41523271,2001,64,58.0,122.0,"Comedy, Drama",PG-13
CORKY ROMANO,11000000,23978402,2001,6,39.0,85.0,Comedy,PG-13
FROM HELL,35000000,31598308,2001,57,66.0,137.0,"Horror, Mystery & Suspense",R
RIDING IN CARS WITH BOYS,47000000,29781453,2001,49,66.0,131.0,"Comedy, Drama",PG-13
THE LAST CASTLE,60000000,18208078,2001,52,74.0,131.0,"Action & Adventure, Drama, Mystery & Suspense",R
THIRTEEN GHOSTS,19000000,41867960,2001,15,49.0,91.0,Horror,R
LIFE AS A HOUSE,18000000,15652637,2001,47,88.0,125.0,Drama,R
"MONSTERS, INC.",115000000,289423425,2001,96,90.0,92.0,"Animation, Comedy, Kids & Family, Science Fiction & Fantasy",G
DOMESTIC DISTURBANCE,53000000,45207112,2001,24,37.0,89.0,"Action & Adventure, Drama, Mystery & Suspense",PG-13
THE ONE,49000000,43905746,2001,14,51.0,87.0,"Action & Adventure, Science Fiction & Fantasy",PG-13
SHALLOW HAL,40000000,70836296,2001,50,45.0,114.0,Comedy,PG-13
HEIST,35000000,23483357,2001,66,60.0,100.0,"Drama, Mystery & Suspense",R
HEIST,35000000,23483357,2001,29,41.0,90.0,Action & Adventure,R
THE WASH,4000000,10097096,2001,8,65.0,96.0,Comedy,R
HARRY POTTER AND THE SORCERERS STONE,125000000,317871467,2001,81,82.0,152.0,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",PG
SPY GAME,90000000,62362560,2001,66,75.0,127.0,"Action & Adventure, Drama, Mystery & Suspense",R
BLACK KNIGHT,35000000,33422806,2001,13,34.0,95.0,"Action & Adventure, Comedy, Science Fiction & Fantasy",PG-13
OUT COLD,11000000,13906394,2001,8,84.0,89.0,Comedy,PG-13
BEHIND ENEMY LINES,40000000,58855732,2001,37,62.0,106.0,"Action & Adventure, Drama",PG-13
OCEANS ELEVEN,85000000,183417150,2001,82,80.0,117.0,"Action & Adventure, Comedy, Drama",PG-13
VANILLA SKY,70000000,100614858,2001,42,72.0,136.0,"Drama, Mystery & Suspense, Science Fiction & Fantasy",R
THE ROYAL TENENBAUMS,28000000,52353636,2001,80,89.0,108.0,Comedy,R
NOT ANOTHER TEEN MOVIE,15000000,37882551,2001,29,55.0,89.0,Comedy,R
THE LORD OF THE RINGS: THE FELLOWSHIP OF THE RING,109000000,315544750,2001,91,95.0,165.0,"Action & Adventure, Classics, Drama, Science Fiction & Fantasy",PG-13
A BEAUTIFUL MIND,78000000,170708996,2001,74,93.0,135.0,Drama,PG-13
JIMMY NEUTRON: BOY GENIUS,25000000,80936232,2001,74,53.0,87.0,"Animation, Kids & Family, Science Fiction & Fantasy",G
HOW HIGH,12000000,31155435,2001,26,79.0,94.0,Comedy,R
THE MAJESTIC,72000000,27796042,2001,42,60.0,150.0,"Drama, Romance",PG
JOE SOMEBODY,38000000,22770864,2001,21,27.0,98.0,"Comedy, Drama",PG
ALI,108000000,58183966,2001,67,65.0,167.0,Drama,R
KATE AND LEOPOLD,48000000,47095453,2001,50,62.0,118.0,"Comedy, Science Fiction & Fantasy, Romance",PG-13
THE SHIPPING NEWS,35000000,11405825,2001,55,61.0,111.0,"Drama, Romance",R
GOSFORD PARK,18000000,41300105,2001,86,78.0,138.0,"Comedy, Drama, Mystery & Suspense",R
MONSTERS BALL,4000000,31273922,2001,85,67.0,111.0,"Drama, Mystery & Suspense, Romance",R
BLACK HAWK DOWN,95000000,108638745,2001,76,88.0,152.0,"Action & Adventure, Drama",R
I AM SAM,22000000,40270895,2001,35,87.0,132.0,Drama,PG-13
ORANGE COUNTY,18000000,41059716,2002,46,61.0,82.0,Comedy,PG-13
SNOW DOGS,32000000,81150692,2002,24,39.0,99.0,"Action & Adventure, Comedy, Kids & Family",PG
THE COUNT OF MONTE CRISTO,40000000,54228104,2002,74,88.0,131.0,"Action & Adventure, Drama",PG-13
A WALK TO REMEMBER,11000000,41227069,2002,27,78.0,100.0,"Drama, Romance",PG
THE MOTHMAN PROPHECIES,42000000,35228696,2002,52,56.0,119.0,"Mystery & Suspense, Science Fiction & Fantasy",PG-13
KUNG POW: ENTER THE FIST,10000000,16033556,2002,13,69.0,81.0,"Action & Adventure, Comedy",PG-13
BIG FAT LIAR,15000000,47811275,2002,43,44.0,88.0,"Comedy, Kids & Family",PG
COLLATERAL DAMAGE,85000000,40048332,2002,19,27.0,105.0,"Action & Adventure, Mystery & Suspense",R
ROLLERBALL,70000000,18990542,2002,68,61.0,129.0,"Action & Adventure, Science Fiction & Fantasy",R
ROLLERBALL,70000000,18990542,2002,3,14.0,98.0,"Action & Adventure, Science Fiction & Fantasy",PG-13
JOHN Q,36000000,71026631,2002,23,78.0,117.0,Drama,PG-13
CROSSROADS,12000000,37188667,2002,73,82.0,99.0,Drama,R
CROSSROADS,12000000,37188667,2002,14,39.0,93.0,"Action & Adventure, Comedy, Drama",PG-13
HARTS WAR,70000000,19076815,2002,59,48.0,128.0,Drama,R
SUPER TROOPERS,1200000,18492362,2002,35,90.0,103.0,Comedy,R
REIGN OF FIRE,60000000,43061982,2002,42,49.0,101.0,"Action & Adventure, Science Fiction & Fantasy",PG-13
QUEEN OF THE DAMNED,35000000,30307804,2002,17,66.0,101.0,Horror,R
MONSOON WEDDING,1200000,13876974,2002,95,87.0,114.0,"Comedy, Drama, Romance",R
WE WERE SOLDIERS,70000000,78120196,2002,63,84.0,139.0,Drama,R
40 DAYS AND 40 NIGHTS,17000000,37939782,2002,38,43.0,95.0,"Comedy, Mystery & Suspense, Romance",R
THE TIME MACHINE,80000000,56684819,2002,77,79.0,103.0,"Action & Adventure, Classics, Science Fiction & Fantasy",G
THE TIME MACHINE,80000000,56684819,2002,29,37.0,96.0,Science Fiction & Fantasy,PG-13
ALL ABOUT THE BENJAMINS,14000000,25482931,2002,30,77.0,98.0,"Action & Adventure, Comedy, Drama, Mystery & Suspense",R
ICE AGE,65000000,176387405,2002,77,82.0,80.0,"Animation, Comedy, Kids & Family",PG
RESIDENT EVIL,35000000,40119709,2002,36,67.0,100.0,"Action & Adventure, Horror, Mystery & Suspense",R
SHOWTIME,85000000,37948765,2002,25,25.0,95.0,Comedy,PG-13
BLADE 2,54000000,81676888,2002,57,68.0,116.0,"Action & Adventure, Horror",R
SORORITY BOYS,12000000,10198766,2002,13,54.0,93.0,Comedy,R
PANIC ROOM,48000000,95308367,2002,75,63.0,112.0,"Drama, Mystery & Suspense",R
THE ROOKIE,22000000,75600072,2002,29,36.0,121.0,"Action & Adventure, Comedy, Drama, Mystery & Suspense",R
THE ROOKIE,22000000,75600072,2002,84,70.0,127.0,Drama,G
CLOCKSTOPPERS,26000000,36985501,2002,29,30.0,94.0,"Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy",PG
HIGH CRIMES,42000000,41543207,2002,31,50.0,115.0,"Drama, Mystery & Suspense",PG-13
NATIONAL LAMPOONS VAN WILDER,6000000,21305259,2002,19,73.0,95.0,Comedy,R
CHANGING LANES,45000000,66790248,2002,77,53.0,98.0,"Action & Adventure, Drama, Mystery & Suspense",R
THE SWEETEST THING,43000000,24430272,2002,26,65.0,91.0,"Comedy, Romance",R
FRAILTY,11000000,13110448,2002,74,78.0,99.0,"Horror, Mystery & Suspense",R
MY BIG FAT GREEK WEDDING,5000000,241438208,2002,76,73.0,95.0,"Comedy, Romance",PG
THE SCORPION KING,60000000,90580000,2002,40,38.0,92.0,"Action & Adventure, Horror, Science Fiction & Fantasy",PG-13
MURDER BY NUMBERS,50000000,31874869,2002,31,49.0,121.0,"Drama, Mystery & Suspense",R
"LIFE, OR SOMETHING LIKE IT",40000000,14448589,2002,28,44.0,103.0,"Comedy, Romance",PG-13
JASON X,14000000,13121555,2002,19,25.0,91.0,"Horror, Mystery & Suspense, Science Fiction & Fantasy",R
SPIDER-MAN,138000000,407677927,2002,90,67.0,121.0,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",PG-13
UNFAITHFUL,50000000,52752475,2002,50,68.0,124.0,"Drama, Mystery & Suspense",R
THE NEW GUY,13000000,28972187,2002,7,54.0,82.0,Comedy,PG-13
STAR WARS EP. II: ATTACK OF THE CLONES,115000000,310676740,2002,66,56.0,143.0,"Cult Movies, Science Fiction & Fantasy",PG
ABOUT A BOY,27000000,40803000,2002,93,55.0,101.0,"Comedy, Drama, Romance",PG-13
SPIRIT: STALLION OF THE CIMARRON,80000000,73215310,2002,70,76.0,83.0,"Animation, Drama, Kids & Family",G
INSOMNIA,46000000,67263182,2002,92,77.0,118.0,"Drama, Mystery & Suspense",R
INSOMNIA,46000000,67263182,2002,97,77.0,97.0,"Art House & International, Mystery & Suspense",NR
ENOUGH,38000000,39177215,2002,22,67.0,111.0,"Drama, Mystery & Suspense",PG-13
THE SUM OF ALL FEARS,68000000,118471320,2002,59,49.0,118.0,"Action & Adventure, Drama, Mystery & Suspense",PG-13
UNDERCOVER BROTHER,25000000,38230435,2002,77,64.0,86.0,Comedy,PG-13
THE DIVINE SECRETS OF THE YA-YA SISTERHOOD,27000000,69586544,2002,44,65.0,116.0,"Comedy, Drama",PG-13
BAD COMPANY,70000000,30157016,2002,91,71.0,92.0,"Action & Adventure, Drama, Western",PG
BAD COMPANY,70000000,30157016,2002,27,30.0,108.0,"Drama, Mystery & Suspense",R
BAD COMPANY,70000000,30157016,2002,10,35.0,116.0,"Action & Adventure, Comedy, Documentary, Musical & Performing Arts",PG-13
SCOOBY-DOO,84000000,153294164,2002,30,38.0,86.0,"Comedy, Kids & Family",PG
THE BOURNE IDENTITY,60000000,121468960,2002,83,93.0,117.0,"Action & Adventure, Mystery & Suspense",PG-13
WINDTALKERS,113500000,40914068,2002,32,50.0,134.0,Drama,R
LILO & STITCH,80000000,145771527,2002,86,77.0,85.0,"Action & Adventure, Animation, Comedy",PG
MINORITY REPORT,102000000,132024714,2002,91,80.0,140.0,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",PG-13
JUWANNA MANN,15500000,13571817,2002,10,39.0,91.0,Comedy,PG-13
MR. DEEDS,50000000,126293452,2002,22,59.0,96.0,Comedy,PG-13
HEY ARNOLD! THE MOVIE,10000000,13684949,2002,29,36.0,76.0,"Animation, Comedy, Kids & Family, Special Interest",PG
MEN IN BLACK 2,140000000,190418803,2002,39,45.0,88.0,"Comedy, Science Fiction & Fantasy",PG-13
LIKE MIKE,30000000,51432423,2002,57,51.0,99.0,"Comedy, Kids & Family",PG
ROAD TO PERDITION,80000000,104054514,2002,80,86.0,116.0,Drama,R
HALLOWEEN: RESURRECTION,15000000,30259652,2002,11,26.0,89.0,Horror,R
THE CROCODILE HUNTER: COLLISION COURSE,12500000,28436931,2002,53,44.0,90.0,"Action & Adventure, Comedy, Kids & Family, Special Interest",PG
EIGHT LEGGED FREAKS,30000000,17266505,2002,48,32.0,99.0,"Comedy, Horror, Science Fiction & Fantasy",PG-13
STUART LITTLE 2,120000000,64956806,2002,81,41.0,75.0,"Action & Adventure, Comedy, Kids & Family, Science Fiction & Fantasy",PG
K-19: THE WIDOWMAKER,90000000,35168966,2002,61,52.0,137.0,"Action & Adventure, Drama, Mystery & Suspense",PG-13
AUSTIN POWERS IN GOLDMEMBER,63000000,213117789,2002,54,44.0,94.0,Comedy,PG-13
THE COUNTRY BEARS,20000000,16988996,2002,30,32.0,88.0,"Comedy, Kids & Family",G
SIGNS,70000000,227969295,2002,73,67.0,106.0,"Mystery & Suspense, Science Fiction & Fantasy",PG-13
THE MASTER OF DISGUISE,16000000,40363530,2002,1,33.0,80.0,"Comedy, Kids & Family",PG
SPY KIDS 2: THE ISLAND OF LOST DREAMS,38000000,85846296,2002,75,38.0,100.0,"Action & Adventure, Kids & Family, Mystery & Suspense",PG
XXX,70000000,141930000,2002,48,58.0,84.0,Action & Adventure,PG-13
BLOOD WORK,50000000,26199517,2002,53,40.0,111.0,"Action & Adventure, Drama, Mystery & Suspense",R
BLUE CRUSH,30000000,40118420,2002,61,58.0,105.0,"Action & Adventure, Drama, Romance",PG-13
POSSESSION,25000000,10103647,2002,64,58.0,102.0,"Drama, Romance",PG-13
ONE HOUR PHOTO,12000000,31597131,2002,81,64.0,98.0,"Drama, Mystery & Suspense",R
SERVING SARA,29000000,16930185,2002,4,26.0,99.0,Comedy,PG-13
UNDISPUTED,20000000,12398628,2002,48,47.0,94.0,"Action & Adventure, Drama",R
FEARDOTCOM,40000000,13208023,2002,3,18.0,114.0,Horror,R
SWIMFAN,10000000,28564995,2002,15,32.0,84.0,"Horror, Mystery & Suspense",PG-13
CITY BY THE SEA,40000000,22433915,2002,47,40.0,108.0,"Drama, Mystery & Suspense",R
BARBERSHOP,12000000,75781642,2002,82,62.0,102.0,Comedy,PG-13
STEALING HARVARD,25000000,13973532,2002,9,39.0,85.0,Comedy,PG-13
THE BANGER SISTERS,10000000,30306281,2002,48,42.0,98.0,Comedy,R
THE FOUR FEATHERS,35000000,18306166,2002,100,86.0,99.0,"Action & Adventure, Art House & International, Classics",NR
THE FOUR FEATHERS,35000000,18306166,2002,41,65.0,130.0,"Action & Adventure, Drama",PG-13
BALLISTIC: ECKS VS. SEVER,70000000,14294842,2002,0,19.0,91.0,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",R
SWEET HOME ALABAMA,38000000,127214072,2002,38,78.0,108.0,"Comedy, Drama, Romance",PG-13
THE TUXEDO,60000000,50586000,2002,21,29.0,98.0,"Action & Adventure, Comedy, Science Fiction & Fantasy",PG-13
RED DRAGON,78000000,92955420,2002,68,74.0,125.0,"Drama, Horror, Mystery & Suspense",R
JONAH: A VEGGIETALES MOVIE,14000000,25571351,2002,66,75.0,82.0,"Animation, Comedy, Kids & Family, Faith & Spirituality",G
BROWN SUGAR,8000000,27362712,2002,66,90.0,109.0,"Comedy, Drama, Romance",PG-13
THE TRANSPORTER,21000000,25296447,2002,54,73.0,92.0,"Action & Adventure, Drama",PG-13
TUCK EVERLASTING,15000000,19161999,2002,61,70.0,90.0,"Drama, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy, Romance",PG
PUNCH-DRUNK LOVE,25000000,17791031,2002,80,77.0,95.0,"Comedy, Drama, Romance",R
WHITE OLEANDER,16000000,16357770,2002,69,81.0,109.0,Drama,PG-13
KNOCKAROUND GUYS,15000000,11660180,2002,21,51.0,93.0,"Action & Adventure, Comedy, Drama",R
THE RING,48000000,129094024,2002,71,48.0,115.0,"Drama, Horror, Mystery & Suspense, Romance",PG-13
ABANDON,25000000,10719367,2002,16,31.0,98.0,"Drama, Horror, Mystery & Suspense",PG-13
JACKASS: THE MOVIE,5000000,64282312,2002,49,75.0,84.0,"Comedy, Documentary",R
GHOST SHIP,20000000,30113491,2002,15,37.0,91.0,Horror,R
FRIDA,12000000,25885000,2002,75,85.0,122.0,"Drama, Romance",R
THE SANTA CLAUSE 2,65000000,139225854,2002,55,42.0,104.0,"Comedy, Kids & Family, Science Fiction & Fantasy",G
I SPY,70000000,33561137,2002,16,33.0,97.0,"Action & Adventure, Comedy, Mystery & Suspense",PG-13
8 MILE,41000000,116724075,2002,75,54.0,111.0,Drama,R
FAR FROM HEAVEN,13500000,15901849,2002,88,80.0,107.0,"Drama, Romance",PG-13
HARRY POTTER AND THE CHAMBER OF SECRETS,100000000,262233381,2002,83,80.0,161.0,"Kids & Family, Science Fiction & Fantasy",PG
HALF PAST DEAD,25000000,15567860,2002,3,38.0,98.0,Action & Adventure,PG-13
DIE ANOTHER DAY,140000000,160942139,2002,57,41.0,133.0,"Action & Adventure, Mystery & Suspense",PG-13
FRIDAY AFTER NEXT,10000000,33253609,2002,26,75.0,82.0,Comedy,R
THE QUIET AMERICAN,20000000,12987647,2002,86,72.0,118.0,"Drama, Mystery & Suspense, Romance",R
TREASURE PLANET,100000000,38120554,2002,69,71.0,95.0,"Action & Adventure, Animation, Kids & Family, Science Fiction & Fantasy",PG
SOLARIS,47000000,14970038,2002,66,59.0,120.0,"Drama, Mystery & Suspense, Science Fiction & Fantasy, Romance",PG-13
WES CRAVEN PRESENTS: THEY,17000000,12840842,2002,38,24.0,89.0,"Action & Adventure, Drama, Horror, Mystery & Suspense",PG-13
ANALYZE THAT,60000000,32122249,2002,27,39.0,95.0,Comedy,R
ADAPTATION,18500000,22498520,2002,91,85.0,114.0,"Comedy, Drama",R
EMPIRE,3500000,17504595,2002,21,62.0,100.0,"Action & Adventure, Drama",R
MAID IN MANHATTAN,55000000,93932896,2002,39,43.0,105.0,"Comedy, Drama, Romance",PG-13
ABOUT SCHMIDT,30000000,65005217,2002,85,74.0,124.0,"Comedy, Drama",R
DRUMLINE,20000000,56398162,2002,82,70.0,118.0,"Comedy, Drama",PG-13
STAR TREK: NEMESIS,60000000,43254409,2002,37,49.0,116.0,"Action & Adventure, Science Fiction & Fantasy",PG-13
THE LORD OF THE RINGS: THE TWO TOWERS,94000000,342548984,2002,95,95.0,180.0,"Action & Adventure, Classics, Drama, Science Fiction & Fantasy",PG-13
ANTWONE FISHER,12500000,21078145,2002,79,86.0,120.0,Drama,PG-13
25TH HOUR,4500000,13084595,2002,78,85.0,134.0,Drama,R
TWO WEEKS NOTICE,60000000,93354918,2002,42,59.0,102.0,"Comedy, Romance",PG-13
GANGS OF NEW YORK,97000000,77730500,2002,73,81.0,166.0,"Classics, Drama",R
THE WILD THORNBERRYS MOVIE,25000000,40108697,2002,80,51.0,85.0,"Animation, Kids & Family",PG
